query_id,domain,bm25_weight,dense_weight,fixed_mrr,adaptive_mrr,fixed_ndcg,adaptive_ndcg,fixed_precision,adaptive_precision,fixed_recall,adaptive_recall
fiqa-776,finance,0.372967,0.627033,1.0,1.0,0.40350157154648025,0.3647442587311445,0.3,0.3,0.25,0.25
nfcorpus-PLAIN-850,medical,0.31425,0.68575,1.0,0.5,0.40350157154648025,0.22400556151517553,0.3,0.2,0.05263157894736842,0.03508771929824561
nfcorpus-PLAIN-2550,medical,0.370583,0.629417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-934,medical,0.411283,0.588717,0.14285714285714285,0.1111111111111111,0.2032389337527008,0.12987501165334076,0.3,0.2,0.0297029702970297,0.019801980198019802
nfcorpus-PLAIN-1353,medical,0.284,0.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-1298,scientific,0.279467,0.720533,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-3402,medical,0.388933,0.611067,0.1,0.1111111111111111,0.06362078819895171,0.06625422345438903,0.1,0.1,0.07142857142857142,0.07142857142857142
fiqa-6746,finance,0.372617,0.627383,0.5,1.0,0.38685280723454163,0.6131471927654584,0.1,0.1,0.5,0.5
scifact-385,scientific,0.382583,0.617417,0.5,0.5,0.6934264036172708,0.6934264036172708,0.2,0.2,1.0,1.0
scifact-303,scientific,0.382667,0.617333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-2113,medical,0.373933,0.626067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-759,scientific,0.376067,0.623933,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
fiqa-9115,finance,0.3988,0.6012,1.0,0.5,0.6049306994552042,0.4441228664487979,0.2,0.2,0.6666666666666666,0.6666666666666666
fiqa-8832,finance,0.378917,0.621083,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-international-glilpdwhsn-con01a,argumentation,0.324,0.676,0.25,0.5,0.43067655807339306,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-2416,finance,0.383667,0.616333,0.5,1.0,0.3638184934971571,0.6886342695939197,0.2,0.3,0.5,0.75
scifact-1194,scientific,0.377817,0.622183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-2589,finance,0.385583,0.614417,1.0,0.25,0.7777061538487877,0.5508095940041026,0.3,0.3,1.0,1.0
arguana-test-health-dhgsshbesbc-con03a,argumentation,0.329683,0.670317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-1014,scientific,0.360333,0.639667,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-3037,medical,0.411217,0.588783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-838,medical,0.280367,0.719633,0.5,0.14285714285714285,0.5057477751290633,0.2232528924776503,0.5,0.3,0.5555555555555556,0.3333333333333333
arguana-test-sport-aastshsrqsar-pro02a,argumentation,0.28295,0.71705,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
arguana-test-economy-bepahbtsnrt-con01a,argumentation,0.26485,0.73515,0.14285714285714285,0.25,0.3333333333333333,0.43067655807339306,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2408,medical,0.405233,0.594767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-8230,finance,0.390567,0.609433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-digital-freedoms-aihbiahr-con04a,argumentation,0.309783,0.690217,0.0,0.2,0.0,0.38685280723454163,0.0,0.1,0.0,1.0
nfcorpus-PLAIN-1473,medical,0.405233,0.594767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-1506,medical,0.339867,0.660133,0.5,0.5,0.13886244387355454,0.13886244387355454,0.1,0.1,0.06666666666666667,0.06666666666666667
nfcorpus-PLAIN-344,medical,0.377383,0.622617,1.0,1.0,0.31927019708797844,0.3214610790288204,0.2,0.2,0.03278688524590164,0.03278688524590164
nfcorpus-PLAIN-731,medical,0.376933,0.623067,0.1111111111111111,0.14285714285714285,0.06625422345438903,0.07336392209936005,0.1,0.1,0.018518518518518517,0.018518518518518517
arguana-test-international-aegmeppghw-pro01a,argumentation,0.305583,0.694417,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
scifact-993,scientific,0.3678,0.6322,0.3333333333333333,0.25,0.5,0.43067655807339306,0.1,0.1,1.0,1.0
arguana-test-international-amehbuaisji-pro03a,argumentation,0.31685,0.68315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-environment-ehwsnwu-con02a,argumentation,0.354133,0.645867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-5808,finance,0.3991,0.6009,0.125,0.0,0.31546487678572877,0.0,0.1,0.0,1.0,0.0
nfcorpus-PLAIN-2600,medical,0.390133,0.609867,1.0,1.0,0.5855686308024465,0.6613158235505792,0.3,0.3,0.3,0.3
fiqa-6792,finance,0.379033,0.620967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-514,scientific,0.363867,0.636133,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-3074,medical,0.377717,0.622283,0.5,0.5,0.6309297535714574,0.6309297535714574,0.1,0.1,1.0,1.0
fiqa-3528,finance,0.3943,0.6057,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-health-hgwhwbjfs-pro02a,argumentation,0.303483,0.696517,0.16666666666666666,0.2,0.3562071871080222,0.38685280723454163,0.1,0.1,1.0,1.0
fiqa-5021,finance,0.408733,0.591267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-3001,medical,0.39665,0.60335,0.2,0.2,0.23719771276929622,0.23719771276929622,0.1,0.1,0.5,0.5
fiqa-10414,finance,0.367117,0.632883,1.0,1.0,0.9197207891481876,1.0,0.2,0.2,1.0,1.0
fiqa-3067,finance,0.392217,0.607783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-digital-freedoms-piidfiphwu-pro03a,argumentation,0.327667,0.672333,0.16666666666666666,0.16666666666666666,0.3562071871080222,0.3562071871080222,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-3063,medical,0.356683,0.643317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-7936,finance,0.386083,0.613917,0.25,0.3333333333333333,0.36926780146674987,0.38268031849431083,0.2,0.2,0.6666666666666666,0.6666666666666666
nfcorpus-PLAIN-3472,medical,0.393267,0.606733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-digital-freedoms-aihwbasmn-con05a,argumentation,0.329817,0.670183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-384,scientific,0.389217,0.610783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-free-speech-debate-fsaphgiap-pro02a,argumentation,0.293083,0.706917,0.25,0.25,0.43067655807339306,0.43067655807339306,0.1,0.1,1.0,1.0
fiqa-2579,finance,0.381017,0.618983,0.3333333333333333,0.3333333333333333,0.15130120674940672,0.15130120674940672,0.1,0.1,0.16666666666666666,0.16666666666666666
fiqa-5206,finance,0.384933,0.615067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-887,scientific,0.385467,0.614533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-10808,finance,0.389667,0.610333,0.25,0.5,0.38364913903790027,0.6663732474096913,0.2,0.3,0.6666666666666666,1.0
arguana-test-economy-beghwbh-con03a,argumentation,0.271517,0.728483,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
arguana-test-international-epvhwhranet-con04a,argumentation,0.2871,0.7129,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
arguana-test-society-cpisydfphwj-con02a,argumentation,0.313033,0.686967,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
fiqa-5534,finance,0.36305,0.63695,1.0,1.0,0.6131471927654584,0.6131471927654584,0.1,0.1,0.5,0.5
arguana-test-digital-freedoms-piidfaihbg-con01a,argumentation,0.279683,0.720317,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
scifact-1012,scientific,0.3043,0.6957,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-education-egscphsrdt-pro01a,argumentation,0.31855,0.68145,0.25,0.2,0.43067655807339306,0.38685280723454163,0.1,0.1,1.0,1.0
scifact-1216,scientific,0.3561,0.6439,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
fiqa-2385,finance,0.39405,0.60595,1.0,1.0,0.6131471927654584,0.6131471927654584,0.1,0.1,0.5,0.5
arguana-test-philosophy-pppthbtcb-pro02a,argumentation,0.285133,0.714867,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-5172,finance,0.389967,0.610033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-6410,finance,0.39835,0.60165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-1284,finance,0.39535,0.60465,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-817,medical,0.408917,0.591083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-politics-oeplhbuwhmi-con03a,argumentation,0.2985,0.7015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-2850,medical,0.397683,0.602317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-3251,medical,0.3696,0.6304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-international-gsciidffe-pro04a,argumentation,0.293667,0.706333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-1099,scientific,0.387867,0.612133,0.1,0.1,0.2890648263178879,0.2890648263178879,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-3181,medical,0.394617,0.605383,0.3333333333333333,0.125,0.11004588314904008,0.06943122193677727,0.1,0.1,0.037037037037037035,0.037037037037037035
arguana-test-digital-freedoms-piidfaihbg-con03a,argumentation,0.3181,0.6819,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
scifact-1207,scientific,0.3733,0.6267,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
scifact-198,scientific,0.400817,0.599183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-4865,finance,0.379267,0.620733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-law-hrpepthwuto-pro02a,argumentation,0.2989,0.7011,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-8544,finance,0.391317,0.608683,1.0,1.0,0.8315546295836225,0.9197207891481876,0.2,0.2,1.0,1.0
arguana-test-culture-thbcsbptwhht-con02a,argumentation,0.26965,0.73035,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
arguana-test-philosophy-apessghwba-con05a,argumentation,0.33345,0.66655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-636,scientific,0.374817,0.625183,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
scifact-239,scientific,0.378333,0.621667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-2271,medical,0.306633,0.693367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-1221,scientific,0.3596,0.6404,0.0,0.1,0.0,0.2890648263178879,0.0,0.1,0.0,1.0
scifact-99,scientific,0.375817,0.624183,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-sport-tshbmlbscac-pro01a,argumentation,0.2738,0.7262,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.3562071871080222,0.1,0.1,1.0,1.0
arguana-test-religion-msgfhwbamec-pro02a,argumentation,0.298917,0.701083,0.3333333333333333,0.25,0.5,0.43067655807339306,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2640,medical,0.37625,0.62375,1.0,1.0,0.423119516972524,0.4144168524969814,0.7,0.7,0.14583333333333334,0.14583333333333334
arguana-test-law-hrpepthwuto-con02a,argumentation,0.297833,0.702167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-2500,medical,0.390817,0.609183,0.125,0.14285714285714285,0.1371614420335284,0.1868248030800112,0.1,0.2,0.14285714285714285,0.2857142857142857
nfcorpus-PLAIN-3352,medical,0.387167,0.612833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-2991,medical,0.35055,0.64945,0.25,0.3333333333333333,0.26406812257259094,0.3065735963827292,0.1,0.1,0.5,0.5
arguana-test-international-amehbuaisji-con02a,argumentation,0.289233,0.710767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-499,medical,0.336367,0.663633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-1700,medical,0.378583,0.621417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-6803,finance,0.39575,0.60425,0.25,0.3333333333333333,0.3191471544989227,0.34620964322385606,0.2,0.2,0.5,0.5
scifact-1259,scientific,0.38985,0.61015,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5,0.1,0.1,1.0,1.0
arguana-test-international-epglghbni-pro01a,argumentation,0.288867,0.711133,0.16666666666666666,0.25,0.3562071871080222,0.43067655807339306,0.1,0.1,1.0,1.0
scifact-1226,scientific,0.372833,0.627167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-2900,medical,0.392433,0.607567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-4465,finance,0.399267,0.600733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-international-iiahwagit-pro05a,argumentation,0.277433,0.722567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-3372,medical,0.374567,0.625433,0.0,0.2,0.0,0.17735889013007314,0.0,0.1,0.0,0.07142857142857142
arguana-test-international-gpsmhbsosb-pro03a,argumentation,0.287767,0.712233,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
fiqa-6562,finance,0.392733,0.607267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-1621,medical,0.408917,0.591083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-society-asfhwapg-pro01a,argumentation,0.272567,0.727433,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
arguana-test-international-emephsate-con01a,argumentation,0.341383,0.658617,0.2,0.2,0.38685280723454163,0.38685280723454163,0.1,0.1,1.0,1.0
scifact-113,scientific,0.367117,0.632883,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-358,medical,0.381567,0.618433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-692,scientific,0.3721,0.6279,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
scifact-721,scientific,0.344533,0.655467,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-international-ssiarcmhb-pro04a,argumentation,0.386583,0.613417,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-7823,finance,0.389083,0.610917,1.0,1.0,0.6049306994552042,0.46927872602275644,0.2,0.1,0.6666666666666666,0.3333333333333333
scifact-1279,scientific,0.372833,0.627167,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
fiqa-8296,finance,0.37085,0.62915,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0
scifact-75,scientific,0.37715,0.62285,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-3462,medical,0.3721,0.6279,1.0,0.5,0.6175852859163219,0.6067216003536936,0.6,0.7,0.09375,0.109375
fiqa-1230,finance,0.38905,0.61095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-6219,finance,0.399417,0.600583,1.0,1.0,0.8772153153380493,1.0,0.2,0.2,1.0,1.0
scifact-141,scientific,0.330767,0.669233,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0
fiqa-7141,finance,0.394633,0.605367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-971,scientific,0.372117,0.627883,0.3333333333333333,0.3333333333333333,0.6533933590057491,0.6533933590057491,0.4,0.4,1.0,1.0
arguana-test-society-epiasghbf-con04a,argumentation,0.283267,0.716733,0.0,0.1,0.0,0.2890648263178879,0.0,0.1,0.0,1.0
fiqa-858,finance,0.376083,0.623917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-free-speech-debate-nshbcsbawc-pro04a,argumentation,0.305883,0.694117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-230,scientific,0.377467,0.622533,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
scifact-1137,scientific,0.379733,0.620267,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-1827,medical,0.284283,0.715717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-society-epsihbdns-pro04a,argumentation,0.278833,0.721167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-623,scientific,0.383733,0.616267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-207,medical,0.380567,0.619433,1.0,1.0,0.5199967979955745,0.5231737964779628,0.4,0.4,0.07272727272727272,0.07272727272727272
nfcorpus-PLAIN-1008,medical,0.405233,0.594767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-law-cplgpshwdp-con04a,argumentation,0.293517,0.706483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-583,medical,0.405233,0.594767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-5085,finance,0.391017,0.608983,0.5,0.25,0.6309297535714575,0.43067655807339306,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2311,medical,0.276733,0.723267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-2250,medical,0.35515,0.64485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-economy-egiahbwaka-con02a,argumentation,0.318817,0.681183,0.1111111111111111,0.1111111111111111,0.3010299956639812,0.3010299956639812,0.1,0.1,1.0,1.0
fiqa-3767,finance,0.4045,0.5955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-3151,medical,0.4239,0.5761,0.3333333333333333,0.3333333333333333,0.37033675617443185,0.46564148147487067,0.4,0.5,0.2222222222222222,0.2777777777777778
arguana-test-international-epdlhfcefp-con03a,argumentation,0.319733,0.680267,0.25,0.25,0.43067655807339306,0.43067655807339306,0.1,0.1,1.0,1.0
scifact-811,scientific,0.357467,0.642533,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-society-cpisydfphwj-pro01a,argumentation,0.304117,0.695883,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
fiqa-6146,finance,0.404233,0.595767,0.25,1.0,0.5012658353418871,1.0,0.2,0.2,1.0,1.0
nfcorpus-PLAIN-457,medical,0.399917,0.600083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-540,scientific,0.380717,0.619283,0.5,0.3333333333333333,0.38685280723454163,0.3065735963827292,0.1,0.1,0.5,0.5
scifact-1382,scientific,0.381,0.619,0.2,0.5,0.38685280723454163,0.6309297535714575,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2386,medical,0.347083,0.652917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-743,scientific,0.34405,0.65595,0.5,0.25,0.6309297535714575,0.43067655807339306,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2590,medical,0.40605,0.59395,0.3333333333333333,0.25,0.06384449306336941,0.06263369747100389,0.2,0.2,0.031746031746031744,0.031746031746031744
arguana-test-international-gmehwasr-pro02a,argumentation,0.330833,0.669167,0.25,0.25,0.43067655807339306,0.43067655807339306,0.1,0.1,1.0,1.0
scifact-589,scientific,0.325917,0.674083,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
scifact-911,scientific,0.354133,0.645867,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2560,medical,0.403517,0.596483,1.0,1.0,0.933745776545611,0.933745776545611,0.9,0.9,0.42857142857142855,0.42857142857142855
scifact-380,scientific,0.388717,0.611283,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2440,medical,0.386517,0.613483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-1175,scientific,0.370433,0.629567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-623,medical,0.381417,0.618583,0.5,0.5,0.36933625363427164,0.3845937724137609,0.4,0.4,0.0975609756097561,0.0975609756097561
scifact-13,scientific,0.3936,0.6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-religion-frghbbgi-con03a,argumentation,0.274333,0.725667,0.5,0.3333333333333333,0.6309297535714575,0.5,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-902,medical,0.3075,0.6925,1.0,0.3333333333333333,0.6366824387328317,0.36331756126716835,0.2,0.2,0.5,0.5
fiqa-9296,finance,0.389267,0.610733,1.0,1.0,0.6131471927654584,0.6131471927654584,0.1,0.1,0.5,0.5
nfcorpus-PLAIN-2730,medical,0.38175,0.61825,0.2,0.5,0.16574839053045343,0.23785499282923092,0.2,0.2,0.06896551724137931,0.06896551724137931
fiqa-8271,finance,0.376133,0.623867,1.0,1.0,0.6131471927654584,0.6131471927654584,0.1,0.1,0.5,0.5
fiqa-604,finance,0.38695,0.61305,0.5,0.5,0.2960819109658652,0.5853898393086269,0.1,0.3,0.3333333333333333,1.0
nfcorpus-PLAIN-721,medical,0.317233,0.682767,0.5,0.0,0.7799082337019199,0.0,0.9,0.0,0.36,0.0
scifact-914,scientific,0.395317,0.604683,0.0,0.25,0.0,0.43067655807339306,0.0,0.1,0.0,1.0
scifact-261,scientific,0.387167,0.612833,0.1111111111111111,0.1,0.18457569677956817,0.17723928678404774,0.1,0.1,0.5,0.5
nfcorpus-PLAIN-3161,medical,0.356817,0.643183,1.0,1.0,0.5044700941962198,0.5026415527667187,0.2,0.2,0.046511627906976744,0.046511627906976744
scifact-324,scientific,0.378183,0.621817,0.0,0.14285714285714285,0.0,0.3333333333333333,0.0,0.1,0.0,1.0
nfcorpus-PLAIN-2134,medical,0.407117,0.592883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-2010,finance,0.38425,0.61575,1.0,1.0,0.8194270280062366,0.86034433104172,0.3,0.3,1.0,1.0
fiqa-5505,finance,0.385233,0.614767,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-175,medical,0.40385,0.59615,1.0,1.0,0.23945264781598383,0.22673239435233314,0.3,0.3,0.08108108108108109,0.08108108108108109
fiqa-5185,finance,0.371067,0.628933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-383,medical,0.388683,0.611317,0.16666666666666666,0.14285714285714285,0.1208113026994942,0.11305340175787204,0.1,0.1,0.2,0.2
arguana-test-philosophy-pphbclsbs-pro04a,argumentation,0.283567,0.716433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-4827,finance,0.360083,0.639917,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
scifact-1273,scientific,0.2984,0.7016,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-1731,medical,0.293083,0.706917,1.0,1.0,0.7653606369886217,0.7653606369886217,0.2,0.2,0.6666666666666666,0.6666666666666666
fiqa-8,finance,0.354367,0.645633,1.0,1.0,0.6131471927654584,0.6131471927654584,0.1,0.1,0.5,0.5
nfcorpus-PLAIN-2092,medical,0.304567,0.695433,1.0,1.0,0.6172839611614819,0.6177639991612475,0.5,0.5,0.5,0.5
fiqa-2747,finance,0.366367,0.633633,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
scifact-880,scientific,0.3809,0.6191,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
fiqa-4500,finance,0.387617,0.612383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-3452,medical,0.358833,0.641167,1.0,0.5,0.5003651663297619,0.2795306863468665,0.4,0.2,0.23529411764705882,0.11764705882352941
arguana-test-politics-oglilpdwhsn-con03a,argumentation,0.349033,0.650967,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.3562071871080222,0.1,0.1,1.0,1.0
arguana-test-philosophy-elhbrd-con02a,argumentation,0.307283,0.692717,0.1,0.1,0.2890648263178879,0.2890648263178879,0.1,0.1,1.0,1.0
arguana-test-economy-egppphbcb-pro01a,argumentation,0.283667,0.716333,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
arguana-test-politics-cdmaggpdgdf-pro01a,argumentation,0.3132,0.6868,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
arguana-test-religion-cmrsgfhbr-pro02a,argumentation,0.3123,0.6877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-sport-ybfgsohbhog-pro04a,argumentation,0.310817,0.689183,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
arguana-test-education-pshhghwpba0-pro01a,argumentation,0.345483,0.654517,0.25,0.3333333333333333,0.43067655807339306,0.5,0.1,0.1,1.0,1.0
fiqa-3829,finance,0.38635,0.61365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-international-aghwrem-con04a,argumentation,0.3192,0.6808,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
scifact-386,scientific,0.347233,0.652767,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-892,medical,0.3936,0.6064,1.0,1.0,0.22009176629808017,0.22009176629808017,0.1,0.1,0.010869565217391304,0.010869565217391304
fiqa-9644,finance,0.391567,0.608433,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
scifact-399,scientific,0.289983,0.710017,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-politics-mtpghwaacb-pro03a,argumentation,0.359433,0.640567,0.1,0.0,0.2890648263178879,0.0,0.1,0.0,1.0,0.0
arguana-test-education-udfakusma-con01a,argumentation,0.30475,0.69525,0.14285714285714285,0.25,0.3333333333333333,0.43067655807339306,0.1,0.1,1.0,1.0
arguana-test-philosophy-ippelhbcp-pro03a,argumentation,0.276983,0.723017,0.25,0.2,0.43067655807339306,0.38685280723454163,0.1,0.1,1.0,1.0
scifact-975,scientific,0.376217,0.623783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
