query_id,domain,bm25_weight,dense_weight
scifact-508,scientific,0.370167,0.629833
nfcorpus-PLAIN-2396,medical,0.374767,0.625233
fiqa-9617,finance,0.373067,0.626933
nfcorpus-PLAIN-1721,medical,0.375683,0.624317
fiqa-2383,finance,0.373317,0.626683
arguana-test-international-ipecfiepg-con03a,argumentation,0.327533,0.672467
scifact-1140,scientific,0.3922,0.6078
arguana-test-religion-msgfhwbamec-con02a,argumentation,0.274283,0.725717
nfcorpus-PLAIN-3026,medical,0.428483,0.571517
scifact-727,scientific,0.3637,0.6363
nfcorpus-PLAIN-1151,medical,0.406217,0.593783
arguana-test-economy-epiasghbf-con03a,argumentation,0.313017,0.686983
fiqa-9548,finance,0.404933,0.595067
nfcorpus-PLAIN-2810,medical,0.404917,0.595083
nfcorpus-PLAIN-761,medical,0.390683,0.609317
fiqa-3781,finance,0.406683,0.593317
nfcorpus-PLAIN-1363,medical,0.314567,0.685433
arguana-test-politics-cdfsaphgiap-con01a,argumentation,0.28875,0.71125
nfcorpus-PLAIN-882,medical,0.286767,0.713233
nfcorpus-PLAIN-3271,medical,0.3868,0.6132
scifact-436,scientific,0.374733,0.625267
nfcorpus-PLAIN-792,medical,0.274733,0.725267
arguana-test-law-cplglghwbhwd-con03a,argumentation,0.346033,0.653967
arguana-test-international-aegmeppghw-pro04a,argumentation,0.322367,0.677633
arguana-test-free-speech-debate-magghbcrg-pro03a,argumentation,0.277117,0.722883
nfcorpus-PLAIN-1805,medical,0.384933,0.615067
nfcorpus-PLAIN-1088,medical,0.277317,0.722683
nfcorpus-PLAIN-56,medical,0.403233,0.596767
fiqa-750,finance,0.38505,0.61495
fiqa-1530,finance,0.40825,0.59175
fiqa-1310,finance,0.392217,0.607783
nfcorpus-PLAIN-1275,medical,0.315933,0.684067
scifact-1368,scientific,0.39325,0.60675
fiqa-9633,finance,0.39785,0.60215
fiqa-620,finance,0.382217,0.617783
nfcorpus-PLAIN-3412,medical,0.37025,0.62975
arguana-test-international-eghrhbeusli-con04a,argumentation,0.2936,0.7064
arguana-test-international-aegmeppghw-con01a,argumentation,0.317817,0.682183
nfcorpus-PLAIN-701,medical,0.3735,0.6265
fiqa-4102,finance,0.400883,0.599117
scifact-298,scientific,0.358633,0.641367
nfcorpus-PLAIN-1098,medical,0.408067,0.591933
arguana-test-education-egscphsrdt-con03a,argumentation,0.308367,0.691633
fiqa-3682,finance,0.389117,0.610883
fiqa-547,finance,0.41515,0.58485
scifact-185,scientific,0.4026,0.5974
arguana-test-international-segiahbarr-con02a,argumentation,0.272783,0.727217
arguana-test-digital-freedoms-dfiphbgs-con03a,argumentation,0.29205,0.70795
fiqa-9188,finance,0.30195,0.69805
arguana-test-culture-mthbah-con01a,argumentation,0.302383,0.697617
scifact-338,scientific,0.369267,0.630733
arguana-test-science-nsihwbtiss-con03a,argumentation,0.280017,0.719983
nfcorpus-PLAIN-510,medical,0.37925,0.62075
scifact-57,scientific,0.315683,0.684317
arguana-test-free-speech-debate-ldhwprhs-pro01a,argumentation,0.329267,0.670733
scifact-718,scientific,0.3724,0.6276
fiqa-1920,finance,0.3856,0.6144
arguana-test-philosophy-apessghwba-pro04a,argumentation,0.292217,0.707783
nfcorpus-PLAIN-2530,medical,0.372117,0.627883
scifact-808,scientific,0.375133,0.624867
scifact-148,scientific,0.3774,0.6226
scifact-53,scientific,0.36625,0.63375
arguana-test-philosophy-npegiepp-pro05a,argumentation,0.271983,0.728017
nfcorpus-PLAIN-806,medical,0.35645,0.64355
scifact-716,scientific,0.377117,0.622883
arguana-test-digital-freedoms-eifdfaihs-con01a,argumentation,0.28675,0.71325
fiqa-2051,finance,0.377767,0.622233
arguana-test-international-sepiahbaaw-pro03a,argumentation,0.27995,0.72005
scifact-1146,scientific,0.3851,0.6149
arguana-test-free-speech-debate-yfsdfkhbwu-pro01a,argumentation,0.320133,0.679867
scifact-1180,scientific,0.36965,0.63035
scifact-1282,scientific,0.38825,0.61175
scifact-1344,scientific,0.41825,0.58175
nfcorpus-PLAIN-1387,medical,0.336367,0.663633
arguana-test-science-ciidfaihwc-pro03a,argumentation,0.3068,0.6932
scifact-295,scientific,0.378867,0.621133
nfcorpus-PLAIN-2187,medical,0.408917,0.591083
scifact-132,scientific,0.3953,0.6047
arguana-test-politics-lghwdecm-con03a,argumentation,0.289883,0.710117
fiqa-9882,finance,0.4008,0.5992
scifact-249,scientific,0.373617,0.626383
scifact-1104,scientific,0.353967,0.646033
scifact-728,scientific,0.354333,0.645667
scifact-70,scientific,0.362817,0.637183
arguana-test-international-ghbunhf-con04a,argumentation,0.348133,0.651867
scifact-578,scientific,0.387983,0.612017
nfcorpus-PLAIN-1919,medical,0.395733,0.604267
arguana-test-health-dhghwapgd-con01a,argumentation,0.28385,0.71615
arguana-test-politics-pgsimhwoia-con01a,argumentation,0.301483,0.698517
scifact-756,scientific,0.366333,0.633667
arguana-test-religion-cmrsgfhbr-con01a,argumentation,0.355333,0.644667
nfcorpus-PLAIN-248,medical,0.394,0.606
fiqa-1309,finance,0.390833,0.609167
nfcorpus-PLAIN-1331,medical,0.417933,0.582067
fiqa-4411,finance,0.400783,0.599217
scifact-1335,scientific,0.377217,0.622783
fiqa-7221,finance,0.363883,0.636117
arguana-test-politics-ypppdghwid-pro03a,argumentation,0.274383,0.725617
scifact-501,scientific,0.369517,0.630483
nfcorpus-PLAIN-671,medical,0.298667,0.701333
scifact-882,scientific,0.37515,0.62485
fiqa-5369,finance,0.407417,0.592583
arguana-test-international-aegmeppghw-pro02a,argumentation,0.309283,0.690717
arguana-test-free-speech-debate-nshbcsbawc-con03a,argumentation,0.28525,0.71475
scifact-690,scientific,0.403717,0.596283
arguana-test-sport-tshbmlbscac-con03a,argumentation,0.26065,0.73935
arguana-test-free-speech-debate-ldhwprhs-con03a,argumentation,0.295317,0.704683
nfcorpus-PLAIN-2510,medical,0.392,0.608
fiqa-2181,finance,0.38125,0.61875
nfcorpus-PLAIN-1288,medical,0.303983,0.696017
fiqa-7017,finance,0.375,0.625
fiqa-2580,finance,0.401,0.599
fiqa-9245,finance,0.391267,0.608733
scifact-1336,scientific,0.3928,0.6072
nfcorpus-PLAIN-531,medical,0.405033,0.594967
arguana-test-international-aghbfcpspr-pro04a,argumentation,0.3124,0.6876
nfcorpus-PLAIN-593,medical,0.301333,0.698667
arguana-test-health-hdond-con03a,argumentation,0.287967,0.712033
nfcorpus-PLAIN-238,medical,0.393467,0.606533
fiqa-5061,finance,0.39235,0.60765
scifact-118,scientific,0.364967,0.635033
scifact-1266,scientific,0.38465,0.61535
scifact-133,scientific,0.3907,0.6093
scifact-832,scientific,0.310983,0.689017
fiqa-6009,finance,0.383233,0.616767
nfcorpus-PLAIN-2061,medical,0.354467,0.645533
fiqa-2964,finance,0.403233,0.596767
scifact-440,scientific,0.37195,0.62805
scifact-1278,scientific,0.374983,0.625017
arguana-test-education-pteuhwfphe-pro03a,argumentation,0.329133,0.670867
fiqa-8592,finance,0.376383,0.623617
nfcorpus-PLAIN-3085,medical,0.384633,0.615367
arguana-test-law-ilppppghb-con03a,argumentation,0.2884,0.7116
scifact-1359,scientific,0.357567,0.642433
fiqa-5951,finance,0.37745,0.62255
arguana-test-digital-freedoms-aihbiahr-pro03a,argumentation,0.332267,0.667733
scifact-163,scientific,0.399767,0.600233
fiqa-7702,finance,0.405283,0.594717
arguana-test-international-appghblsba-pro02a,argumentation,0.275533,0.724467
arguana-test-digital-freedoms-aihbiahr-pro02a,argumentation,0.338933,0.661067
nfcorpus-PLAIN-1690,medical,0.404583,0.595417
fiqa-687,finance,0.37715,0.62285
fiqa-6629,finance,0.417217,0.582783
arguana-test-digital-freedoms-eifpgdff-pro02a,argumentation,0.318767,0.681233
scifact-124,scientific,0.3815,0.6185
nfcorpus-PLAIN-1887,medical,0.4233,0.5767
fiqa-4484,finance,0.4102,0.5898
arguana-test-culture-ahrtsdlgra-pro03a,argumentation,0.300283,0.699717
fiqa-4116,finance,0.40845,0.59155
arguana-test-culture-ascidfakhba-pro04a,argumentation,0.337867,0.662133
arguana-test-law-ralhrilglv-con03a,argumentation,0.332567,0.667433
nfcorpus-PLAIN-1940,medical,0.30735,0.69265
fiqa-7188,finance,0.3905,0.6095
scifact-294,scientific,0.39035,0.60965
scifact-837,scientific,0.374417,0.625583
scifact-208,scientific,0.3853,0.6147
fiqa-810,finance,0.408133,0.591867
scifact-700,scientific,0.3935,0.6065
arguana-test-politics-cpegiepgh-pro03a,argumentation,0.325267,0.674733
arguana-test-international-aegmeppghw-con04a,argumentation,0.30115,0.69885
fiqa-2891,finance,0.381067,0.618933
fiqa-9403,finance,0.423917,0.576083
scifact-36,scientific,0.354517,0.645483
arguana-test-digital-freedoms-eifpgdff-con02a,argumentation,0.308,0.692
nfcorpus-PLAIN-1867,medical,0.266983,0.733017
arguana-test-education-tuhwastua-pro03a,argumentation,0.277917,0.722083
fiqa-3837,finance,0.377667,0.622333
nfcorpus-PLAIN-3292,medical,0.403417,0.596583
scifact-491,scientific,0.36555,0.63445
scifact-232,scientific,0.370717,0.629283
arguana-test-culture-mmctyshwbcp-con01a,argumentation,0.273533,0.726467
arguana-test-philosophy-pppgshbsd-pro02a,argumentation,0.3167,0.6833
fiqa-8632,finance,0.386933,0.613067
nfcorpus-PLAIN-2332,medical,0.372433,0.627567
arguana-test-society-mmcpsgfhbf-con02a,argumentation,0.295317,0.704683
arguana-test-culture-mmciahbans-con02a,argumentation,0.28495,0.71505
fiqa-6554,finance,0.381483,0.618517
arguana-test-international-eiahwpamu-con02a,argumentation,0.334417,0.665583
scifact-219,scientific,0.354083,0.645917
fiqa-10812,finance,0.375667,0.624333
fiqa-1198,finance,0.37255,0.62745
scifact-275,scientific,0.368867,0.631133
nfcorpus-PLAIN-997,medical,0.286833,0.713167
nfcorpus-PLAIN-1983,medical,0.38525,0.61475
scifact-1352,scientific,0.337067,0.662933
nfcorpus-PLAIN-603,medical,0.286083,0.713917
scifact-279,scientific,0.3197,0.6803
nfcorpus-PLAIN-2981,medical,0.319133,0.680867
arguana-test-culture-thbcsbptwhht-pro01a,argumentation,0.3063,0.6937
nfcorpus-PLAIN-1972,medical,0.280967,0.719033
arguana-test-international-gpsmhbsosb-pro02a,argumentation,0.27915,0.72085
nfcorpus-PLAIN-217,medical,0.37065,0.62935
scifact-691,scientific,0.371333,0.628667
nfcorpus-PLAIN-165,medical,0.414633,0.585367
scifact-51,scientific,0.359517,0.640483
fiqa-7674,finance,0.40735,0.59265
nfcorpus-PLAIN-1485,medical,0.271667,0.728333
scifact-1100,scientific,0.38365,0.61635
fiqa-6849,finance,0.3733,0.6267
nfcorpus-PLAIN-2970,medical,0.390533,0.609467
nfcorpus-PLAIN-2660,medical,0.432417,0.567583
scifact-784,scientific,0.382833,0.617167
nfcorpus-PLAIN-1066,medical,0.399983,0.600017
arguana-test-politics-cdfsaphgiap-con03a,argumentation,0.291567,0.708433
scifact-212,scientific,0.375733,0.624267
fiqa-9925,finance,0.389617,0.610383
fiqa-3369,finance,0.3989,0.6011
nfcorpus-PLAIN-78,medical,0.42005,0.57995
scifact-660,scientific,0.409933,0.590067
nfcorpus-PLAIN-153,medical,0.419267,0.580733
nfcorpus-PLAIN-91,medical,0.39395,0.60605
fiqa-11039,finance,0.387667,0.612333
nfcorpus-PLAIN-3322,medical,0.375567,0.624433
arguana-test-religion-wcprrgrhbmi-pro01a,argumentation,0.303317,0.696683
arguana-test-free-speech-debate-nshbcsbawc-pro02a,argumentation,0.3009,0.6991
arguana-test-education-pshhghwpba0-con04a,argumentation,0.289917,0.710083
scifact-516,scientific,0.36595,0.63405
scifact-544,scientific,0.386083,0.613917
arguana-test-politics-oepghbrnsl-con01a,argumentation,0.301617,0.698383
fiqa-8034,finance,0.3785,0.6215
scifact-437,scientific,0.396317,0.603683
fiqa-10932,finance,0.382667,0.617333
arguana-test-society-ghbgqeaaems-pro03a,argumentation,0.3238,0.6762
fiqa-4777,finance,0.4003,0.5997
nfcorpus-PLAIN-2470,medical,0.386917,0.613083
fiqa-7592,finance,0.381367,0.618633
nfcorpus-PLAIN-3302,medical,0.418483,0.581517
arguana-test-society-epsihbdns-con01a,argumentation,0.309917,0.690083
arguana-test-religion-grcrgshwbr-con01a,argumentation,0.297717,0.702283
arguana-test-health-hpehwadvoee-pro01a,argumentation,0.291233,0.708767
arguana-test-international-gmehbisrip1b-pro03a,argumentation,0.314783,0.685217
scifact-723,scientific,0.31735,0.68265
scifact-785,scientific,0.3727,0.6273
nfcorpus-PLAIN-2650,medical,0.380467,0.619533
nfcorpus-PLAIN-924,medical,0.383283,0.616717
arguana-test-health-ppelfhwbpba-con02a,argumentation,0.281333,0.718667
fiqa-1815,finance,0.398733,0.601267
scifact-1019,scientific,0.377317,0.622683
nfcorpus-PLAIN-68,medical,0.348667,0.651333
fiqa-3480,finance,0.408683,0.591317
fiqa-3932,finance,0.374183,0.625817
fiqa-2587,finance,0.401667,0.598333
nfcorpus-PLAIN-3097,medical,0.371233,0.628767
arguana-test-international-aghwrem-pro04a,argumentation,0.29925,0.70075
scifact-216,scientific,0.386733,0.613267
scifact-415,scientific,0.394167,0.605833
nfcorpus-PLAIN-1590,medical,0.368217,0.631783
nfcorpus-PLAIN-1119,medical,0.4164,0.5836
scifact-1130,scientific,0.33895,0.66105
nfcorpus-PLAIN-2230,medical,0.405233,0.594767
nfcorpus-PLAIN-1537,medical,0.344533,0.655467
fiqa-3179,finance,0.419517,0.580483
nfcorpus-PLAIN-681,medical,0.401183,0.598817
scifact-274,scientific,0.316233,0.683767
scifact-560,scientific,0.375283,0.624717
scifact-137,scientific,0.304633,0.695367
scifact-1316,scientific,0.389817,0.610183
nfcorpus-PLAIN-3442,medical,0.41585,0.58415
nfcorpus-PLAIN-1203,medical,0.39115,0.60885
arguana-test-international-gsciidffe-pro02a,argumentation,0.296017,0.703983
nfcorpus-PLAIN-2830,medical,0.354117,0.645883
fiqa-852,finance,0.380633,0.619367
scifact-1337,scientific,0.390133,0.609867
fiqa-7445,finance,0.423833,0.576167
fiqa-5090,finance,0.376583,0.623417
fiqa-10596,finance,0.3528,0.6472
fiqa-6985,finance,0.3449,0.6551
scifact-1041,scientific,0.379,0.621
fiqa-6644,finance,0.4043,0.5957
scifact-830,scientific,0.3722,0.6278
arguana-test-international-epvhwhranet-con01a,argumentation,0.27755,0.72245
fiqa-8332,finance,0.39625,0.60375
arguana-test-education-pshhghwpba0-con02a,argumentation,0.30675,0.69325
scifact-821,scientific,0.377483,0.622517
fiqa-5592,finance,0.336283,0.663717
arguana-test-law-rmelhrilhbiw-con01a,argumentation,0.311033,0.688967
nfcorpus-PLAIN-2930,medical,0.3168,0.6832
nfcorpus-PLAIN-2071,medical,0.366517,0.633483
arguana-test-health-dhpelhbass-con01a,argumentation,0.30975,0.69025
scifact-237,scientific,0.39465,0.60535
fiqa-8635,finance,0.386817,0.613183
scifact-907,scientific,0.338267,0.661733
arguana-test-free-speech-debate-yfsdfkhbwu-pro02a,argumentation,0.303783,0.696217
scifact-613,scientific,0.285133,0.714867
arguana-test-economy-thsptr-con03a,argumentation,0.332683,0.667317
nfcorpus-PLAIN-541,medical,0.37185,0.62815
nfcorpus-PLAIN-1161,medical,0.381567,0.618433
scifact-859,scientific,0.4031,0.5969
scifact-300,scientific,0.347617,0.652383
nfcorpus-PLAIN-946,medical,0.280383,0.719617
scifact-814,scientific,0.346417,0.653583
nfcorpus-PLAIN-1130,medical,0.29965,0.70035
fiqa-5380,finance,0.365,0.635
arguana-test-science-eassgbatj-con04a,argumentation,0.3528,0.6472
nfcorpus-PLAIN-1309,medical,0.405233,0.594767
nfcorpus-PLAIN-441,medical,0.349167,0.650833
fiqa-5981,finance,0.408583,0.591417
fiqa-7509,finance,0.385433,0.614567
nfcorpus-PLAIN-488,medical,0.39035,0.60965
nfcorpus-PLAIN-2580,medical,0.36225,0.63775
fiqa-2994,finance,0.408317,0.591683
scifact-549,scientific,0.32745,0.67255
nfcorpus-PLAIN-1527,medical,0.3737,0.6263
fiqa-3049,finance,0.368233,0.631767
nfcorpus-PLAIN-23,medical,0.376117,0.623883
nfcorpus-PLAIN-660,medical,0.390983,0.609017
fiqa-515,finance,0.383117,0.616883
fiqa-5134,finance,0.3879,0.6121
arguana-test-religion-frghbbgi-con01a,argumentation,0.282917,0.717083
fiqa-8202,finance,0.408017,0.591983
scifact-1144,scientific,0.359233,0.640767
scifact-350,scientific,0.362283,0.637717
nfcorpus-PLAIN-3131,medical,0.386483,0.613517
fiqa-5080,finance,0.376267,0.623733
scifact-1107,scientific,0.351917,0.648083
nfcorpus-PLAIN-1929,medical,0.353867,0.646133
scifact-1225,scientific,0.38225,0.61775
arguana-test-international-iiahwagit-pro03a,argumentation,0.2819,0.7181
nfcorpus-PLAIN-1817,medical,0.35375,0.64625
arguana-test-culture-ahrtsdlgra-con01a,argumentation,0.2966,0.7034
fiqa-3625,finance,0.40655,0.59345
scifact-1262,scientific,0.354917,0.645083
fiqa-4571,finance,0.386817,0.613183
nfcorpus-PLAIN-2030,medical,0.282517,0.717483
nfcorpus-PLAIN-1772,medical,0.284483,0.715517
scifact-180,scientific,0.3591,0.6409
arguana-test-environment-opecewiahw-con02a,argumentation,0.288467,0.711533
arguana-test-science-ascidfakhba-pro04a,argumentation,0.337867,0.662133
scifact-213,scientific,0.366883,0.633117
nfcorpus-PLAIN-3171,medical,0.40185,0.59815
arguana-test-politics-oglilpdwhsn-con04a,argumentation,0.30735,0.69265
arguana-test-international-atiahblit-con01a,argumentation,0.299483,0.700517
nfcorpus-PLAIN-1909,medical,0.382017,0.617983
fiqa-7105,finance,0.40905,0.59095
fiqa-5178,finance,0.401183,0.598817
arguana-test-environment-chbwtlgcc-con02a,argumentation,0.2709,0.7291
arguana-test-education-xeegshwfeu-con03a,argumentation,0.3129,0.6871
fiqa-9385,finance,0.38375,0.61625
arguana-test-law-ralhrilglv-con04a,argumentation,0.312133,0.687867
fiqa-9291,finance,0.376617,0.623383
scifact-839,scientific,0.401017,0.598983
fiqa-1451,finance,0.400317,0.599683
arguana-test-free-speech-debate-yfsdfkhbwu-con02a,argumentation,0.3116,0.6884
scifact-1121,scientific,0.386183,0.613817
arguana-test-education-usuprmhbu-pro02a,argumentation,0.304183,0.695817
nfcorpus-PLAIN-1320,medical,0.366933,0.633067
scifact-644,scientific,0.393383,0.606617
nfcorpus-PLAIN-307,medical,0.383833,0.616167
scifact-143,scientific,0.34595,0.65405
fiqa-766,finance,0.39,0.61
fiqa-4968,finance,0.382433,0.617567
fiqa-9174,finance,0.386417,0.613583
nfcorpus-PLAIN-133,medical,0.39375,0.60625
arguana-test-international-gmehwasr-pro01a,argumentation,0.299267,0.700733
arguana-test-international-ghwcitca-con02a,argumentation,0.314483,0.685517
fiqa-6715,finance,0.39415,0.60585
fiqa-7295,finance,0.38965,0.61035
fiqa-5464,finance,0.366583,0.633417
nfcorpus-PLAIN-1342,medical,0.3736,0.6264
fiqa-2330,finance,0.378567,0.621433
scifact-1,scientific,0.393683,0.606317
nfcorpus-PLAIN-3201,medical,0.395133,0.604867
nfcorpus-PLAIN-1762,medical,0.3591,0.6409
nfcorpus-PLAIN-2620,medical,0.414767,0.585233
nfcorpus-PLAIN-1262,medical,0.391833,0.608167
arguana-test-international-iighbopcc-pro01a,argumentation,0.2828,0.7172
fiqa-689,finance,0.38535,0.61465
nfcorpus-PLAIN-143,medical,0.383533,0.616467
fiqa-529,finance,0.365467,0.634533
scifact-649,scientific,0.40015,0.59985
arguana-test-politics-epvhbfsmsaop-pro03a,argumentation,0.3192,0.6808
arguana-test-international-segiahbarr-con01a,argumentation,0.29635,0.70365
nfcorpus-PLAIN-2291,medical,0.384517,0.615483
arguana-test-philosophy-npegiepp-con04a,argumentation,0.275033,0.724967
fiqa-10547,finance,0.38325,0.61675
fiqa-98,finance,0.418667,0.581333
arguana-test-economy-egppphbcb-pro03a,argumentation,0.269467,0.730533
arguana-test-politics-pgsimhwoia-con02a,argumentation,0.2881,0.7119
arguana-test-international-glilpdwhsn-con04a,argumentation,0.30735,0.69265
fiqa-3148,finance,0.374417,0.625583
scifact-823,scientific,0.332317,0.667683
arguana-test-politics-oapdhwinkp-pro02a,argumentation,0.34135,0.65865
scifact-1245,scientific,0.39515,0.60485
arguana-test-economy-beghwbh-pro03a,argumentation,0.28115,0.71885
arguana-test-education-xeegshwfeu-con02a,argumentation,0.308183,0.691817
nfcorpus-PLAIN-1847,medical,0.342283,0.657717
nfcorpus-PLAIN-2910,medical,0.379733,0.620267
scifact-354,scientific,0.34275,0.65725
fiqa-3888,finance,0.38675,0.61325
scifact-343,scientific,0.390483,0.609517
arguana-test-free-speech-debate-magghbcrg-pro02a,argumentation,0.285733,0.714267
fiqa-7801,finance,0.417067,0.582933
scifact-48,scientific,0.404617,0.595383
fiqa-6625,finance,0.399617,0.600383
fiqa-5347,finance,0.364217,0.635783
arguana-test-economy-epegiahsc-pro02a,argumentation,0.280767,0.719233
fiqa-9060,finance,0.355617,0.644383
fiqa-5653,finance,0.344767,0.655233
nfcorpus-PLAIN-2540,medical,0.39365,0.60635
nfcorpus-PLAIN-2261,medical,0.383283,0.616717
fiqa-1994,finance,0.399383,0.600617
nfcorpus-PLAIN-2670,medical,0.347133,0.652867
arguana-test-digital-freedoms-piidfiphwu-con03a,argumentation,0.292033,0.707967
scifact-130,scientific,0.35125,0.64875
arguana-test-international-iighbopcc-con02a,argumentation,0.276717,0.723283
nfcorpus-PLAIN-1857,medical,0.368267,0.631733
scifact-921,scientific,0.392717,0.607283
fiqa-2923,finance,0.400967,0.599033
scifact-852,scientific,0.393217,0.606783
arguana-test-digital-freedoms-eifpgdff-con01a,argumentation,0.26515,0.73485
scifact-960,scientific,0.354933,0.645067
scifact-50,scientific,0.372567,0.627433
fiqa-5683,finance,0.388017,0.611983
nfcorpus-PLAIN-2750,medical,0.379017,0.620983
scifact-551,scientific,0.37915,0.62085
nfcorpus-PLAIN-2156,medical,0.279783,0.720217
fiqa-5422,finance,0.385917,0.614083
scifact-452,scientific,0.3894,0.6106
nfcorpus-PLAIN-2145,medical,0.377267,0.622733
scifact-535,scientific,0.379533,0.620467
arguana-test-politics-gvhwhnerse-pro03a,argumentation,0.287167,0.712833
nfcorpus-PLAIN-3332,medical,0.3788,0.6212
nfcorpus-PLAIN-1183,medical,0.375233,0.624767
scifact-528,scientific,0.32375,0.67625
scifact-597,scientific,0.3838,0.6162
fiqa-5460,finance,0.392417,0.607583
nfcorpus-PLAIN-3014,medical,0.383217,0.616783
arguana-test-economy-epehwmrbals-con04a,argumentation,0.271417,0.728583
fiqa-8513,finance,0.38445,0.61555
fiqa-10601,finance,0.4085,0.5915
arguana-test-education-pstrgsehwt-con02a,argumentation,0.330383,0.669617
scifact-913,scientific,0.382317,0.617683
nfcorpus-PLAIN-2321,medical,0.37985,0.62015
fiqa-4600,finance,0.383783,0.616217
scifact-1271,scientific,0.3368,0.6632
scifact-904,scientific,0.312833,0.687167
arguana-test-international-aahwstdrtfm-con01a,argumentation,0.281033,0.718967
fiqa-2460,finance,0.402867,0.597133
nfcorpus-PLAIN-1950,medical,0.301183,0.698817
nfcorpus-PLAIN-2051,medical,0.389733,0.610267
arguana-test-economy-egecegphw-con03a,argumentation,0.278067,0.721933
nfcorpus-PLAIN-430,medical,0.390017,0.609983
fiqa-672,finance,0.423633,0.576367
nfcorpus-PLAIN-1710,medical,0.342267,0.657733
scifact-115,scientific,0.3779,0.6221
scifact-1021,scientific,0.377567,0.622433
fiqa-9487,finance,0.381133,0.618867
fiqa-10497,finance,0.397417,0.602583
nfcorpus-PLAIN-827,medical,0.324617,0.675383
arguana-test-politics-cpegiepgh-con03a,argumentation,0.301717,0.698283
nfcorpus-PLAIN-3312,medical,0.3643,0.6357
scifact-56,scientific,0.326333,0.673667
arguana-test-education-pstrgsehwt-con04a,argumentation,0.32125,0.67875
nfcorpus-PLAIN-2354,medical,0.404267,0.595733
arguana-test-politics-cpecfiepg-pro02a,argumentation,0.343067,0.656933
fiqa-18,finance,0.37025,0.62975
arguana-test-international-aahwstdrtfm-con02a,argumentation,0.27365,0.72635
scifact-527,scientific,0.361017,0.638983
fiqa-9088,finance,0.421917,0.578083
fiqa-5888,finance,0.384833,0.615167
fiqa-4775,finance,0.3908,0.6092
scifact-388,scientific,0.38925,0.61075
fiqa-4019,finance,0.397,0.603
scifact-628,scientific,0.392017,0.607983
nfcorpus-PLAIN-1109,medical,0.38705,0.61295
arguana-test-politics-dhbanhrnw-con05a,argumentation,0.38035,0.61965
arguana-test-international-ehbfe-pro03a,argumentation,0.302967,0.697033
fiqa-3724,finance,0.3773,0.6227
arguana-test-politics-dhwem-pro06a,argumentation,0.2836,0.7164
nfcorpus-PLAIN-478,medical,0.39415,0.60585
fiqa-7448,finance,0.383217,0.616783
nfcorpus-PLAIN-2880,medical,0.393233,0.606767
nfcorpus-PLAIN-1050,medical,0.386417,0.613583
fiqa-7071,finance,0.382667,0.617333
fiqa-2790,finance,0.371433,0.628567
scifact-1197,scientific,0.382267,0.617733
arguana-test-international-ssiarcmhb-pro02a,argumentation,0.289833,0.710167
scifact-1320,scientific,0.3774,0.6226
nfcorpus-PLAIN-2364,medical,0.37725,0.62275
fiqa-3264,finance,0.379333,0.620667
