query,source_document,model,predicted_bm25_weight,predicted_dense_weight,preferred_retriever,best_baseline,bm25_mrr,dense_mrr,v3_mrr,bm25_ndcg,dense_ndcg,v3_ndcg,v3_rank,best_baseline_mrr,v3_mrr_gain,bm25_top_score,bm25_mean_score,bm25_score_gap,dense_top_similarity,dense_mean_similarity,dense_similarity_gap,overlap_ratio,rank_agreement,bm25_result_count,dense_result_count,failure_severity,retriever_winner,v3_status,query_type,signal_type,failure_amount,strong_bm25_signal,strong_dense_signal,analysis_overlap_ratio,analysis_rank_agreement
sprint backlog,le for the outcome. Significant aspects of the process must be defined by a common standard so that observers share a common understanding. •​ Example: The Sprint Backlog is visible to the entire team so everyone knows what is being worked on. •​ The Definition of Done (DoD) is transparent so all team members agree on what 'complete' means. •​ The Product Backlog is transparent to all stakeholders. 2. Inspection: Scrum users must frequently inspect Scrum artifacts and progress toward a Sprint Go,Extra Trees,0.094678,0.905322,Tie,BM25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.3183938961148771,1.259121765415187,0.0004869674550982,0.6135135807200437,0.55875047827908,0.0398816549054896,0.25,0.65,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.65
agile definition sprint," Difficult Welcomed Team collaboration Moderate High Q3. Define Sprint in Agile Definition of Sprint: A Sprint (also called an Iteration) is a fixed-length, time-boxed period during which a Scrum team works to complete a set of pre-selected Product Backlog Items (PBIs) and deliver a potentially shippable product Increment. Sprints are the heartbeat of Scrum, where ideas are turned into value. Key Properties of a Sprint: •​ Duration: Usually 1 to 4 weeks (most commonly 2 weeks). The duration is f",Extra Trees,0.131901,0.868099,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,4.712874475930866,3.4789560432960167,0.4144997581355927,0.7048357529497838,0.5841139718994129,0.0746626399346849,0.1111111111111111,0.55,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1111111111111111,0.55
agile azure,"rm the planning of the next sprint immediately. Q47. Explain the Usage of Following Tools for Agile: i) Azure DevOps ii) ZenHub i) Azure DevOps: Azure DevOps (by Microsoft) is a comprehensive, cloud-based platform that provides a complete set of tools for planning, developing, testing, and delivering software. It is widely used in enterprise Agile/Scrum teams. Key Features for Agile: •​ Azure Boards: Provides a Kanban board, Sprint board, Backlog management, and Burndown charts. Teams can create",Extra Trees,0.099316,0.900684,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,6.637231951930069,3.5037754139514554,0.5276930317907373,0.6182015471015834,0.5080171199814381,0.0238201135288496,0.4285714285714285,0.8833333333333333,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.4285714285714285,0.8833333333333333
usable definition dod,"rement is additive to all prior Increments and thoroughly verified, ensuring that all Increments work together. In order to provide value, the Increment must be usable. What is the Definition of Done (DoD)? The Definition of Done is a formal description of the state of the Increment when it meets the quality measures required for the product. The moment a Product Backlog item meets the Definition of Done, an Increment is born. How DoD Guarantees Quality: •​ The DoD creates transparency. Everyone",Extra Trees,0.01692,0.98308,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,10.197912340093946,4.865793679279427,2.380844488777047,0.5348612372239245,0.4427915042390801,0.0531742652403064,0.5384615384615384,0.8,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.5384615384615384,0.8
sprint success,"ools that contributed positively to the sprint's success. These should be continued and possibly reinforced. Examples: •​ 'Our Daily Scrums were focused and finished in 15 minutes.' •​ 'Code reviews were thorough and caught bugs early.' •​ 'The team communicated well about blockers.' Question 2: What didn't go well? (Stop Doing / Improve) The team openly identifies problems, inefficiencies, and friction points encountered during the sprint. This is done in a blame-free, constructive environment.",Extra Trees,0.244729,0.755271,Dense,Dense,0.0,0.2,0.2,0.0,0.3868528072345416,0.3868528072345416,5,0.2,0.0,4.401978568656182,0.8995951502649513,0.1759302071211719,0.5526269882720868,0.540625296446127,0.00151187571229,0.1764705882352941,0.6666666666666666,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.6666666666666666
seo indian,"ess format and PIN code validation 5 6 UPI/Net Banking/Card Payment Gateway Integration 13 7 Order Confirmation Email with Indian languages support 3 8 Basic SEO for Indian search traffic 3 Q39. User Story: 'Improve Customer Retention Rate by 20% on Website' User Story: As a business stakeholder, I want to improve the website's customer retention rate by 20%, so that we increase repeat purchases and build long-term customer loyalty. Acceptance Criteria: •​ Personalized product recommendations ba",Extra Trees,0.027178,0.972822,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,10.394305607112209,2.33534427765042,3.894166963417176,0.5036049146788332,0.4109224774156598,0.0238406295573054,0.1764705882352941,0.9333333333333332,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1764705882352941,0.9333333333333332
team shaped,fits of Self-Organization: •​ Higher motivation and ownership — people are more committed to decisions they make themselves. •​ Better quality — team members take pride in their work. •​ Faster decision-making — no waiting for management approval on technical decisions. •​ Increased innovation — team members feel empowered to try new approaches. Q16. Summarize the Importance of T-Shaped Team What is a T-Shaped Professional? A T-shaped person has deep expertise in one skill (the vertical bar of t,Extra Trees,0.002989,0.997011,Dense,Dense,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,2.155155345362731,2.0696718416456776,0.0040527367547569,0.5552327890310685,0.4548504960944616,0.0646310383624469,0.25,0.875,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.25,0.875
professional scrum developer,"onal Scrum Product Owner (PSPO): •​ PSPO I: Understanding of the Product Owner role, product value, and backlog management. •​ PSPO II: Advanced product management skills — stakeholder management, product strategy. •​ PSPO III: Expert-level product ownership and organizational transformation. 3. Professional Scrum Developer (PSD): •​ PSD I: Technical Scrum practices — coding in a Scrum context, CI/CD, TDD, and refactoring within sprints. 4. Other Certifications: •​ Professional Agile Leadership ",Extra Trees,0.120775,0.879225,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,9.134065913524063,4.922950868045588,2.419673102982042,0.6086920556351235,0.5506972068605946,0.0332855928100112,0.1764705882352941,0.7666666666666666,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1764705882352941,0.7666666666666666
ligning business strategy,"ligning to business strategy, and continuously improving — all while managing the complexity of multiple teams working on interrelated systems.",Extra Trees,0.00396,0.99604,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,10.88569257554407,3.990123954669004,6.00468191841832,0.6646685796028726,0.4509073770128351,0.2149334285662379,0.3333333333333333,0.8,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.3333333333333333,0.8
increment agile manifesto,"Increment. Agile Manifesto Values (Foundation of Scrum): •​ Individuals and interactions over processes and tools. •​ Working software over comprehensive documentation. •​ Customer collaboration over contract negotiation. •​ Responding to change over following a plan. Purpose: Scrum helps teams deliver value faster by breaking work into manageable pieces, continuously inspecting outcomes, and adapting based on feedback. It reduces risk by ensuring frequent delivery and early detection of issues.",Extra Trees,0.015761,0.984239,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,6.593800350222568,4.1587825621146655,1.9227819268296829,0.6903081015193681,0.5430033649264507,0.1327199620510777,0.25,0.85,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.85
slicing operation crud,"ata type but performs the same operation (payment). Teams can deliver payment by Credit Card first and add other methods in subsequent sprints. 2. Slicing by Operation (CRUD): CRUD stands for Create, Read, Update, Delete. This method slices a feature based on the type of operation to be performed on data. Example: 'As an admin, I want to manage restaurant listings' sliced by operation: •​ Slice 1 (Create): Add a new restaurant profile •​ Slice 2 (Read): View list of all restaurants •​ Slice 3 (U",Extra Trees,0.074708,0.925292,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,13.9675748152215,3.92052571752487,4.328226059596105,0.6303022124386025,0.4450195505384847,0.0169773876270977,0.25,0.95,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.95
indian customer want,"nch a website that allows sales to customers inside India' User Story (Structured Format): As an Indian customer, I want to browse and purchase products on a website, so that I can conveniently shop online and have items delivered to my doorstep within India. Acceptance Criteria: •​ Website is accessible from all major Indian cities. •​ All prices are displayed in Indian Rupees (INR). •​ Payment via UPI, Net Banking, Credit/Debit Cards (Indian banks). •​ Delivery available across all serviceable",Extra Trees,0.059584,0.940416,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,14.338441662769906,5.839230192196435,4.648948926802824,0.5684513591376049,0.4448496162256141,0.0248052774154008,0.25,0.925,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.25,0.925
shaped team shaped,fits of Self-Organization: •​ Higher motivation and ownership — people are more committed to decisions they make themselves. •​ Better quality — team members take pride in their work. •​ Faster decision-making — no waiting for management approval on technical decisions. •​ Increased innovation — team members feel empowered to try new approaches. Q16. Summarize the Importance of T-Shaped Team What is a T-Shaped Professional? A T-shaped person has deep expertise in one skill (the vertical bar of t,Extra Trees,0.013769,0.986231,Dense,Dense,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,2.155155345362731,2.0696718416456776,0.0040527367547569,0.5528540736453964,0.4413276749510348,0.0708026925774943,0.25,0.8,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.25,0.8
slicing data variation,"r, deliverable stories that can be completed within a single sprint. Two common slicing techniques are by Data Variation and by Operation (CRUD). 1. Slicing by Data Variation: This method slices a feature based on different types of data or user inputs it must handle. Example: 'As a user, I want to make a payment' sliced by data type: •​ Slice 1: Payment by Credit Card •​ Slice 2: Payment by Debit Card •​ Slice 3: Payment by UPI •​ Slice 4: Payment by Net Banking Each slice handles a different d",Extra Trees,0.007563,0.992437,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,13.047410568721387,5.820496780665241,0.5522793743205678,0.6241986385300577,0.431703081145905,0.1462972960140268,0.25,0.875,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.875
end sprint completed,"t Completed Analysis: •​ Days 1 & 2: Team was significantly behind schedule (only 5 hrs/day vs ideal 10 hrs/day). •​ Day 2 was the worst point — behind by 10 hours (actual remaining: 30, ideal: 20). •​ Days 3 & 4: Team accelerated (15 hrs/day) and caught up. •​ Sprint completed on time with 0 remaining work. •​ Pattern: Initially behind, recovered at the end — indicates slow start and sprint crunch at end. While sprint was completed, this is a warning sign for future sprints. Q36. Burndown: 72 h",Extra Trees,0.202225,0.797775,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,5.756628785971463,4.036038436829054,0.0267777603417815,0.5538140235445668,0.5256058307643616,0.023577431780716,0.25,0.775,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.25,0.775
backlog prioritized sprint,"items added from stakeholder feedback. •​ Product Backlog re-prioritized for Sprint 3. Q46. Explain 3 ways teams work during Sprint: i) Preparation & Planning ii) Execution & Collaboration iii) Review & Adaptation i) Preparation and Planning: Before and at the start of the sprint, the team focuses on ensuring they are ready to execute effectively. •​ Backlog Refinement: Product Owner and team refine and estimate top backlog items so they are sprint-ready. •​ Sprint Planning: Team selects items, ",Extra Trees,0.210373,0.789627,Dense,Dense,0.1111111111111111,0.2,0.2,0.3010299956639812,0.3868528072345416,0.3868528072345416,5,0.2,0.0,4.437255353089796,2.863029513242781,0.0294165370882044,0.6202419263578205,0.5684400236760385,0.0288218522248662,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.8666666666666667
inertia scrum master,This inertia manifests as: •​ Reluctance to attend Daily Scrums ('we're too busy for meetings'). •​ Clinging to old reporting structures and hierarchical decision-making. •​ Resistance to cross-functional collaboration ('that's not my job'). •​ Fear of transparency and public accountability. Overcoming Team Inertia: •​ The Scrum Master must coach and guide the team patiently. •​ Leadership must demonstrate commitment to Agile values. •​ Small early wins in sprints help build confidence and buy-i,Extra Trees,0.021932,0.978068,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,7.347435364447658,4.39261911906485,1.1811340063177385,0.6230543403938564,0.4994455807212548,0.1080485789235761,0.3333333333333333,0.9,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.3333333333333333,0.9
app restaurant,"ry) Should Have (S) – Important but Not Critical at Launch: •​ User Reviews and Ratings for Restaurants •​ Coupon and Promo Code System •​ Order History and Re-order Functionality •​ Multiple Delivery Addresses Could Have (C) – Nice-to-Have: •​ AI-based Personalized Food Recommendations •​ Loyalty Points / Reward Program •​ Live Chat with Delivery Partner •​ Dietary Filter (Vegan, Gluten-Free, etc.) Won't Have (W) – Out of Scope for Now: •​ In-app Restaurant Reservation System •​ AR/VR Menu Visu",Extra Trees,0.016692,0.983308,Dense,Dense,0.1666666666666666,1.0,1.0,0.3562071871080222,1.0,1.0,1,1.0,0.0,8.94052779165088,3.470425095953094,2.869903132149377,0.5054058175416006,0.4451710062164095,0.0069763092784486,0.3333333333333333,0.64,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.3333333333333333,0.64
spike spike,"k-In-Progress (WIP) limits are set for each column to prevent overloading. •​ Lead Time: Time from card creation to completion — tracks delivery speed. •​ Cycle Time: Time from when work starts to when it's done — tracks team efficiency. •​ Cumulative Flow Diagram: Shows how many items are in each stage over time, revealing bottlenecks. Q21. Explain Spike for New Technology with example (complex requirement, proof of concept) What is a Spike? A Spike is a special type of user story or task in Ag",Extra Trees,0.134768,0.865232,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,10.882341117939667,2.958255317124316,0.0863424067541505,0.5133664967635255,0.4349684664541497,0.0199613131260506,0.1764705882352941,0.8,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.8
backlog product backlog,"is a Product Backlog? The Product Backlog is an ordered list of everything that is known to be needed in the product. It is the single source of work undertaken by the Scrum Team. It is owned and managed by the Product Owner. The Product Backlog is never complete — it evolves as the product and the environment in which it will be used evolves. Key Characteristics (DEEP): 1. Detailed Appropriately (D): Items at the top of the backlog (to be worked on soon) are more detailed, refined, and estimate",Extra Trees,0.025071,0.974929,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,3.53568017560596,3.277409200617761,0.0309861961356552,0.6818798939122834,0.5370102109503672,0.1452306481031603,0.6666666666666666,0.6625,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.6666666666666666,0.6625
product recommendation engine," product recommendation engine 13 2 Design and implement Loyalty Points System 8 3 Automated re-engagement email campaign (trigger-based) 8 4 Customer retention analytics dashboard 8 5 Personalized homepage for returning users 5 6 Push notifications for abandoned cart 5 7 User preference center (notification opt-ins) 3 Q40. User Story: 'Enable User to Order Home Style, Everyday Meal with 3 Clicks' User Story: As a busy professional, I want to order my favorite home-style meal in 3 clicks or fewe",Extra Trees,0.051506,0.948494,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,9.971958879504268,1.8369806484095812,8.96800671238056,0.5500525111916393,0.4325884725498989,0.079356145968956,0.1111111111111111,0.9,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1111111111111111,0.9
responsible delivering sprint,"minate these handoffs. •​ Faster Delivery: Everything needed to build and test a feature exists within the team, enabling faster sprint completion. •​ Better Problem Solving: Diverse perspectives lead to more creative and robust solutions. •​ Reduced Risk: If one team member is unavailable, others with overlapping skills can step in. •​ Accountability: The team, not individuals, is responsible for delivering the Sprint Goal, fostering collective accountability. Example: For a Sprint Goal of 'Ena",Extra Trees,0.143731,0.856269,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,6.239785577049028,3.6873371643775856,0.1828422489861774,0.5690076443837885,0.5289703399880958,0.0233712451382835,0.1111111111111111,0.9,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1111111111111111,0.9
sprint sprint goal,"ixed and does not change during the sprint. •​ Sprint Goal: A single objective that gives the team a unified purpose for the Sprint. •​ No changes: During a Sprint, no changes are made that endanger the Sprint Goal. •​ Quality standards: Quality does not decrease during a Sprint. •​ Sprint Backlog: The set of Product Backlog items selected for the Sprint plus the plan for delivering them. Events Within a Sprint: 1.​ Sprint Planning – Define what to do and how to do it. 2.​ Daily Scrum – 15-minut",Extra Trees,0.149885,0.850115,Dense,Dense,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,3,0.3333333333333333,0.0,3.3474516841348545,2.6426435698591115,0.1124903070033713,0.5970827418902228,0.5512575309320378,0.0142953847358975,0.1111111111111111,0.85,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1111111111111111,0.85
salary module tax,"are defined by law or HR policy — they do not change frequently. The incremental model is ideal when requirements are stable. •​ Modular Delivery: The system can be broken into independent modules (Salary, Tax, Reports), each delivered as a separate increment. Each module is fully functional and tested before the next begins. •​ Early Usability: HR can start using the Salary module even while the Tax module is being developed, providing immediate value. •​ Reduced Integration Risk: Since modules",Extra Trees,0.053261,0.946739,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,18.221961323479015,4.9815926634280006,4.075882903017261,0.5054531568573252,0.4018922634794635,0.01167186033507,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.8666666666666667
backlog items pbis," to browse and add products to cart.' Activity 2: Review Team Capacity The Scrum Master shares capacity data. The team identifies who is available, accounts for leaves, and determines total hours/story points available for the sprint. Activity 3: Select Product Backlog Items (PBIs) The team reviews the top of the Product Backlog. Items that are estimated, refined, and align with the Sprint Goal are selected. The team selects items until capacity is filled. Activity 4: Decompose Selected Items in",Extra Trees,0.106254,0.893746,Tie,BM25,0.5,0.5,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,2,0.5,0.0,3.9771105485652,3.474822581147252,0.0808226385350279,0.5364960686347977,0.4911768665623208,0.0100669167650334,0.3333333333333333,0.74,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.3333333333333333,0.74
team self organizing,"rity Skeptical, need proof before adopting Provide data, pair with early adopters Laggards Strongly resist change Coach heavily or reassign roles Understanding these personality types allows the Scrum Master to tailor coaching strategies for each team member during Agile adoption. Q15. Describe Autonomy and Decision Making in Self-Organization in Team What is a Self-Organizing Team? A self-organizing team in Scrum is one that chooses how best to accomplish their work, rather than being directed ",Extra Trees,0.07835,0.92165,Dense,Dense,0.0,0.5,0.5,0.0,0.6309297535714575,0.6309297535714575,2,0.5,0.0,6.869269682986358,2.546561738685994,4.714114337623627,0.60307703721991,0.5166671716314262,0.010763952540247,0.1764705882352941,0.6333333333333333,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.6333333333333333
teams program increment," facilitates cross-team ceremonies and removes systemic impediments. Benefits: •​ Teams can work on different parts of a large system simultaneously. •​ Cross-team dependencies are managed through the PI Planning event. •​ Alignment ensures all teams move toward the same Program Increment objective. 2. Program Increment (PI): A Program Increment is the equivalent of a Scrum Sprint, but at the ART (multi-team) level. A PI is typically 8–12 weeks long and consists of 4–5 Iterations (sprints) plus ",Extra Trees,0.024765,0.975235,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,12.221338937422049,5.089701295791806,3.974457755589096,0.5907173815849951,0.47317553792936,0.1104706208831184,0.25,0.675,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.675
sprints q36 burndown,"t Completed Analysis: •​ Days 1 & 2: Team was significantly behind schedule (only 5 hrs/day vs ideal 10 hrs/day). •​ Day 2 was the worst point — behind by 10 hours (actual remaining: 30, ideal: 20). •​ Days 3 & 4: Team accelerated (15 hrs/day) and caught up. •​ Sprint completed on time with 0 remaining work. •​ Pattern: Initially behind, recovered at the end — indicates slow start and sprint crunch at end. While sprint was completed, this is a warning sign for future sprints. Q36. Burndown: 72 h",Extra Trees,0.065667,0.934333,Dense,Dense,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,3.3921120026839926,2.893035115346967,0.0417490708022647,0.6065420376267415,0.5163759760446712,0.0547345715839904,0.25,0.65,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.25,0.65
cross functional collaboration,"eveloper with testing knowledge can step in. •​ Cross-Functional Collaboration: Team members understand each other's work deeply enough to collaborate effectively and give meaningful feedback. •​ Reduced Bottlenecks: In traditional teams, work piles up waiting for a specialist. T-shaped teams reduce these bottlenecks because multiple people can handle adjacent tasks. •​ Better Estimation: Members with broad knowledge can more accurately estimate work across different areas. •​ Knowledge Sharing:",Extra Trees,0.139788,0.860212,Dense,Dense,0.0,0.5,0.5,0.0,0.6309297535714575,0.6309297535714575,2,0.5,0.0,4.454967164890562,2.863592570493011,0.2529102469555191,0.5533086769998213,0.4801474488656388,0.0208038952465259,0.0526315789473684,0.9,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.0526315789473684,0.9
org scrum org,"ycle. The act of one sprint feeds directly into the plan of the next. Over many sprints, this cycle drives continuous improvement in both the product and the team's process — which is the essence of Agile. Q53. Elaborate scrum.org for Assessment and Certification of Different Roles What is Scrum.org? Scrum.org is the organization founded by Ken Schwaber (co-creator of Scrum) that provides education, training, and professional certifications for Scrum practitioners worldwide. It maintains the off",Extra Trees,0.116799,0.883201,Dense,Dense,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.2971929921643366,1.1558270942518394,0.0822665344837481,0.5790591212890104,0.557795298367762,0.0087952349626182,0.1764705882352941,0.5666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.5666666666666667
zenhub agile,"dd backlog items to sprints, track capacity, and monitor burndown — all within the tool. •​ Integration: Integrates with GitHub, Jira, Slack, and many other tools. ii) ZenHub: ZenHub is an Agile project management tool built directly inside GitHub. It adds a project management layer on top of GitHub's issue tracker, making it ideal for development teams already using GitHub. Key Features: •​ GitHub-Native: No context switching — sprints, boards, and burndowns are all visible inside the GitHub in",Extra Trees,0.008707,0.991293,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,5.322425882942035,3.0215128774448488,1.1777075149180822,0.6085603758697908,0.4702974805406347,0.1046283479369911,0.4285714285714285,0.8333333333333333,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.4285714285714285,0.8333333333333333
daily scrum inspection,"al to detect undesirable variances. Inspection should not be so frequent that it gets in the way of work. •​ Example: The Daily Scrum is an inspection of progress toward the Sprint Goal. •​ The Sprint Review inspects the Increment. •​ The Sprint Retrospective inspects the process itself. 3. Adaptation: If an inspector determines that one or more aspects of a process deviate outside acceptable limits, the process or the material being processed must be adjusted. Adjustment must be made as soon as",Extra Trees,0.092679,0.907321,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,8.359940816856984,3.982521380344894,1.1618408433629774,0.624890742368615,0.5042874988861157,0.1057938090326496,0.4285714285714285,0.8666666666666667,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.4285714285714285,0.8666666666666667
sprint review informal,"ock a 2-hour 'focus time' each morning with no external meetings.' •​ 'Set up an automated deployment pipeline by Sprint 5 to eliminate manual errors.' Output: The top 2–3 improvement actions are added directly to the next Sprint Backlog as tasks, ensuring retrospective insights are acted upon. Q45. Discuss Sprint Review System for Online Library Management System What is a Sprint Review? The Sprint Review is an informal working meeting held at the end of each Sprint to inspect the Increment and",Extra Trees,0.117245,0.882755,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,7.941450032545175,3.505087762096393,3.66658742255607,0.6364032379864836,0.5176657692237369,0.0940545521945108,0.3333333333333333,0.88,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.3333333333333333,0.88
scope app restaurant,"ry) Should Have (S) – Important but Not Critical at Launch: •​ User Reviews and Ratings for Restaurants •​ Coupon and Promo Code System •​ Order History and Re-order Functionality •​ Multiple Delivery Addresses Could Have (C) – Nice-to-Have: •​ AI-based Personalized Food Recommendations •​ Loyalty Points / Reward Program •​ Live Chat with Delivery Partner •​ Dietary Filter (Vegan, Gluten-Free, etc.) Won't Have (W) – Out of Scope for Now: •​ In-app Restaurant Reservation System •​ AR/VR Menu Visu",Extra Trees,0.034254,0.965746,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,8.94052779165088,4.858242196119244,2.250812810834411,0.5175247600189894,0.4334432507878173,0.0320824035095276,0.3333333333333333,0.7,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.3333333333333333,0.7
team optimize,"rly. 5. Deliver Fast: The faster you can deliver value, the sooner you get feedback. Speed enables faster learning cycles. Short iterations (Sprints) in Scrum are aligned with this principle. 6. Respect People: People are the most important asset. Empower team members, trust them, and give them the information and authority to make decisions. A motivated team is a productive team. 7. Optimize the Whole: Do not just optimize one part of the system. Optimize the entire value stream from idea to de",Extra Trees,0.06504,0.93496,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,8.491864528084621,2.956090617565076,4.141628850744816,0.569058827755264,0.5017082027549613,0.043108298131122,0.1111111111111111,0.95,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1111111111111111,0.95
scrum self sufficiency,"CD, deployment, monitoring UX Designer Design User research, wireframes, UX flows Data Engineer Analytics Reporting, data pipelines Why Diverse Skills Matter in Scrum: •​ Self-Sufficiency: A diverse team does not need to wait for external experts. All skills needed to complete a user story are within the team. •​ End-to-End Delivery: A story goes from design → code → test → deploy within the same team in one sprint — no handoffs across departments. •​ Collective Ownership: The team collectively ",Extra Trees,0.314365,0.685635,Tie,BM25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.384010396424948,1.5915567130510824,4.086817404260612,0.5617956360657238,0.5326756516467217,0.0148378600299381,0.0526315789473684,0.3,10.0,10.0,0.0,Tie,Equal,Tie-balanced,Mixed,0.0,False,False,0.0526315789473684,0.3
